ESNTL_ID,BOOKSTORENAME,ADDRESS,DESCRIBE,PARKING,SPAPARATE_RESTROOM,CAFE,REVIEW,BOOKTALK,SPACE_RENTAL
KCCBSPO22N000000572,Cafe&Meal 치포리,"서울특별시 관악구 호암로24길 17 1, 2층",사회적기업 안테나에서 운영하는 다양한 사람들이 기부한 책을 함께 공유하고 누구나 편하게들러 쉬어갈 수 있는 커뮤니티 공간,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000573,책방열음,서울특별시 광진구 광장로 59-1 1층,다양한 종류의 국내외 도서와 카페,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000574,장신대구내서점,서울특별시 광진구 광장로5길 25-1,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000575,생산적헛소리,서울특별시 광진구 능동로19길 5 지하,모임과 인문/문화/예술 관련 프로그램을 만들어 운영,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000576,커피인더카툰,서울특별시 광진구 동일로22길 64 2층,16000권 이상의 책들과 한끼식사가 가능한 음식들과 간식들과 따뜻한 베이커리와 음료가 함께 있는 공간,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000577,북카페그루터기,서울특별시 광진구 동일로76가길 28 중곡제3동주민센터,,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000578,인덱스,서울특별시 광진구 아차산로 200 커먼그라운드 3F,건대 커먼그라운드 안에 있는 숍인숍 서점,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000579,놀숲 건대점,서울특별시 광진구 아차산로 224 3층 놀숲건대점,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000580,그랜드 워커힐 서울 라이브러리,서울특별시 광진구 워커힐로 177 그랜드 워커힐 서울 2층,"3000여 권의 도서가 비치, 편안한 분위기 속에 책을 읽으며 힐링을 할 수 있는 공간, 무인운영",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000581,가린열북카페,서울특별시 구로구 개봉로17길 12,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000582,꿈꾸는 달팽이,서울특별시 구로구 경인로19길 48-8,독서활동 장소,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000583,놀숲 고척점,서울특별시 구로구 경인로47길 113 2층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000584,인공위성,서울특별시 구로구 구로중앙로27가길 32 1층,기부도서로 구성되는 질문서점,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000585,곁애,서울특별시 구로구 구일로10길 53 현대아파트,문학을 기반으로하는 예술공간,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000586,구로구다문화북카페,서울특별시 구로구 벚꽃로 484,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000587,카페화음,서울특별시 구로구 부일로1길 62 온수골사랑터 1층 카페 화음,"온수동 주민들이 함께 운영하는 카페, 아이들과 함께 이용할 수 있는 사랑터",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000588,배고픈사자,서울특별시 구로구 오류로 54-3,키즈북카페,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000589,카페시우,서울특별시 금천구 독산로85길 15-1,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000590,동네책방 원테이블,서울특별시 금천구 독산로8길 14,무료로 읽을 수 있는 도서 및 보드게임 보유. 도서 주문 및 구매 가능,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000591,원두서점,서울특별시 금천구 서부샛길 578 1층(가산동),,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000592,카페 베르데,서울특별시 노원구 광운로 17-3,"1층뿐만 아니라 지하 1층의 넓은 공간에 많은 자리, 스터디나 과모임 황동에 최적",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000593,놀숲 수락산역점,서울특별시 노원구 동일로 1689 하이베라스 2층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000594,책인감,서울특별시 노원구 동일로182길 63-1 2층,동네책방이자 카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000595,놀숲 노원역점,서울특별시 노원구 상계로 59 2층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000596,놀숲 중계은행사거리점,서울특별시 노원구 한글비석로 231 지하1층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000597,도봉북카페,서울특별시 도봉구 덕릉로 315,,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000598,헤이제이,서울특별시 도봉구 도봉로 566,,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000599,7월1일,서울특별시 도봉구 도봉로157길 11 1층,"핸드드립 커피메이커만을 사용, 집에서 남아도는 책 기부 받음, 전자책 만들어드림",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000600,창포원북카페비비다이어리,서울특별시 도봉구 마들로 916 방문자센타 2층,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000601,북카페,서울특별시 동대문구 고산자로28길 13 (용두동) 2층,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000602,카툰 & 북카페 아지트,서울특별시 동대문구 망우로18가길 3,"시립대 주변 아늑한 만화카페, 연인들 데이트 코스",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000603,카페다니엘,서울특별시 동대문구 안암로 122,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000604,동네책방,서울특별시 동대문구 안암로6길 19 1층,"다양한 사람들이 모여 스스로 배우고, 서로를 살리며, 도시 속에서 이웃과 함께 즐겁게 살아가는 방식을 실험해가는 창의적 공유지",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000605,이문일공칠,서울특별시 동대문구 이문로 107 한국외대 교수회관 1층,"지역 대학, 기관 연계 지식, 교양, 창업, 전시, 공연 등의 프로그램을 운영",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000606,장안벚꽃길,서울특별시 동대문구 장한로26길 85,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000607,이야기카페,서울특별시 동대문구 전농로3길 106,바베큐장 내 카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000608,놀숲 외대후문점,서울특별시 동대문구 천장산로7길 4 2층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000609,다누리북카페,서울특별시 동대문구 천호대로65길 17 답십리청소년독서실,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000610,너나들이 만화카페,서울특별시 동대문구 회기로13길 19 지층 너나들이 만화카페,만화카페,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000611,놀숲 경희대점,서울특별시 동대문구 회기로13길 6 지층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000612,놀숲 노량진점,서울특별시 동작구 노량진로 176 B1,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000613,놀숲 이수역점,서울특별시 동작구 동작대로27길 5 지안플라자 지하1층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000614,지금의 세상,서울특별시 동작구 동작대로3길 41 1층,인스타 오픈 시간 확인. 마음을 어루만져줄 책들 준비,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000615,M&H Books,서울특별시 동작구 동작대로3길 6,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000616,놀숲 보라매점,서울특별시 동작구 보라매로5가길 16 6층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000617,쉼표 만화카페,서울특별시 동작구 사당로 295 b1,"이색데이트공간 만화카페, 3만 6천권 도서 보유, 100평 규모의 넓이",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000618,쉼표숭실대점,서울특별시 동작구 사당로 4,만화카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000619,리네스카페,서울특별시 동작구 사당로26길 111 리네스카페,"바쁜 현대인들이 편안히 쉴 수 있는, 힐링을 할 수 있는 공간, 베이커리를 즐길 수 있고 북카페의 특성상 책도 즐겁게 감상할 수 있음",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000620,와인톡,서울특별시 동작구 상도로 282,,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000621,상도중앙작은도서관북카페,서울특별시 동작구 상도로15길 47 1층,,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000622,대륙서점,서울특별시 동작구 성대로 40 1층대륙서점,"다양한 국내외도서 취급, 간단한음료들과 각종 문화행사 개최",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000623,오누이,서울특별시 동작구 시흥대로 676 혜석빌딩,"품격있는 박물관의 컨셉, 대리석 마감으로 은은하고 고급스러운 분위기에 그림들과 책들이 공간을 한층 더 꾸며줌",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000624,데어이즈북스,서울특별시 마포구 도화2길 27 3층 - 4층,"도시생활자를 위한 인문책방, 그림책방",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000625,로뎀나무밑,서울특별시 마포구 독막로 176,도심 속 숲에서 즐기는 커피와 맥주를 동시 즐길 수 있는 공간,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000626,이루리북스,서울특별시 마포구 독막로 320 태영데시앙루브 B105호,아동그림책 전문점,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000627,책과 밤 낮,서울특별시 마포구 독막로 54 2층 책과 밤 낮,북카페 겸 와인바,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000628,문학살롱 초고,서울특별시 마포구 독막로2길 30,여러 분야의 창작자들이 운영하는 '서점X칵테일바',불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000629,카페투니온,서울특별시 마포구 독막로3길 28-17,"스타 웹툰 작가님 들의 북토크쇼 및 팬미팅, 강좌, 대담 등의 행사 동영상을 발송",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000630,다산북살롱,서울특별시 마포구 독막로3길 39 2층 다산빌딩 2층 다산북살롱,"다산북스가 운영하는 콘텐츠 카페, 독서, 공부, 모임, 세미나, 워크숍 및 책과 관련된 모든 활동이 이루어지는 곳",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000631,서사 당신의 서재,서울특별시 마포구 동교로12길 3 2층,"서재를 컨셉으로 만든 카페, 또한 삶의 맥락, 브랜드 경험, 생각의 발견이라는 주제를 선정하여 독서모임 실행",불가능,구분안함,있음,없음,있음,가능
KCCBSPO22N000000632,번역가의 서재,서울특별시 마포구 동교로17길 67 101호,양질의 번역서와 해외 출판물을 소개하는 동네 책방,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000633,카페 스케치북,"서울특별시 마포구 동교로22길 14 1층, 2층","독서활동 장소, 브런치를 즐길 수 있음",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000634,공상온도,서울특별시 마포구 동교로23길 40 지하,"금, 토는 정오~자정 영업. 복합 문화 공간",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000635,북카페산책 고용플러스점,서울특별시 마포구 마포대로 63-8 삼창주택 4층,고용보험센터 내 카페,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000636,테이스티,서울특별시 마포구 마포대로4다길 31,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000637,공간 산마루,서울특별시 마포구 만리재로 74 신공덕2차 삼성래미안 상가1층,"건강한 음료와 책, 그리고 공간제공을 통해 다양한 소규모 클래스, 모임, 플리마켓, 전시, 여러 지원프로그램등을 기획",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000638,카페홈즈,서울특별시 마포구 망원로 73 2층,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000639,북카페산책 상암점,서울특별시 마포구 매봉산로 18 창업복지관 1층,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000640,북카페산책 산학협력센터점,서울특별시 마포구 매봉산로 37 산학협력센터 1층,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000641,산책3호점,서울특별시 마포구 매봉산로 37,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000642,커피랑도서관 서강대점,서울특별시 마포구 백범로 28 제2서강빌딩 B1,"2000여권의 도서 보유 및 대여 가능, 이용시간내 핸드드립 외 각종차 무료 제공, 사물함 이용가능",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000643,허부북카페,서울특별시 마포구 상암산로1길 15,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000644,산책,서울특별시 마포구 성미산로17길 79 서울공공주택연남동희망원룸,,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000645,서점 리스본,서울특별시 마포구 성미산로23길 60,"생일책, 비밀책 등 다양한 테마가 있는 서점",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000646,연남동 끄트머리,서울특별시 마포구 성미산로23길 74,"전시, 원데이클래스 진행",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000647,책방 곱셈,서울특별시 마포구 성미산로29길 33 1층,출판관계자 및 디자이너 영감 도서,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000648,사이에,서울특별시 마포구 성미산로31길 13 2층,여행 전문 서점,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000649,동네책방개똥이네책놀이터,서울특별시 마포구 성미산로3나길 16,아이와 부모가 함께 책 읽는 문화를 만들고자 함,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000650,디벙크,서울특별시 마포구 성지1길 30 더보이드빌딩 지하1층,"문화와 예술의 공간, 따뜻한 휴식의 공간, 좋은사람들이 만나 멋진 이야기와 생각을 나누는 공간",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000651,단편집,서울특별시 마포구 신촌로4길 5-25,독서활동 장소,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000652,에디토리얼카페비플러스,서울특별시 마포구 양화로12길 16-12 찬홍,"합정북카페, 비플러스만의 커피와 음료, 핸드메이드 디저트, 특별하고 진한 밀크티, 세계맥주",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000653,놀숲플러스 홍대점,서울특별시 마포구 양화로16길 29 B1,"24시간을 운영하는 프리미엄 복합문화공간, 150평 규모의 공간 기획과 편의시설을 구비",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000654,카페 본주르,서울특별시 마포구 양화로21길 23 2층,동료 예술가들이 함께 모여 만든 카페 & 아트샵,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000655,땡스북스,서울특별시 마포구 양화로6길 57-6,큐레이션 서점,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000656,청춘124 R&D센터,서울특별시 마포구 양화로7길 44-7 1층 청춘124 개발실,"1년 12달, 4계절 맛있는 커피와 음료를 제공, 메뉴의 연구 및 개발 센터로 개발메뉴 시음 및 다양한 이벤트 제공",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000657,이마녀 중국어 수프,서울특별시 마포구 어울마당로5길 52 2층,"중국원서, 중국과 관련된 다양한 도서를 판매하는 중국 전문 서점",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000658,카페책속의한줄,서울특별시 마포구 연남로3길 22-15,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000659,산책경의선숲길,서울특별시 마포구 연희로1길 43 1층 101호,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000660,도화서가 홍대점,서울특별시 마포구 와우산로 111 3층,"음료를 마시며, 그림을 그리고, 책을 보며 이야기와 사랑이 싹트는 공간",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000661,만화살롱 유어마나,서울특별시 마포구 와우산로 13 B1,"복합만화공간, 풍미 가득한 커피와 부드럽고 달콤한 쿠키, 수제 맥주를 즐길 수 있음",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000662,딩굴딩굴,서울특별시 마포구 와우산로 151,"홍대에서 가장 넓고 가장 편안한 굴이 50개, 40000권의 만화책, 부담없이 즐길 수 있는 카페 메뉴들",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000663,gaga77page,서울특별시 마포구 와우산로15길 50 2층,북토크와 공연 맥주와 커피 그리고 책,불가능,구분안함,있음,없음,있음,가능
KCCBSPO22N000000664,북카페 리벤,서울특별시 마포구 와우산로23길 18-8,카톨릭계열 카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000665,대화상점,서울특별시 마포구 와우산로29길 45 성암빌딩 지하1층,"사람과 사람 사이의 대화를 만드는 독서 커뮤니티, 매달 다양한 컨셉의 북클럽이 열리며, 북클럽 이외의 시간에는 스터디룸, 파티룸 등의 대관장소로 운영",불가능,구분안함,있음,없음,있음,가능
KCCBSPO22N000000666,청춘문화싸롱,서울특별시 마포구 와우산로29바길 19 삼이빌딩,"앉아서 혹은 누워서 만화도 보고 때론 강연, 공연도 즐길 수 있음",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000667,와우살롱,서울특별시 마포구 와우산로30길 21 청암빌딩,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000668,북카페산책 하늘도서관점,서울특별시 마포구 월드컵로 212 마포구청 12층,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000669,북카페산책 보건소점,서울특별시 마포구 월드컵로 212 마포보건소 1층,보건소 내 북카페,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000670,달빛에홀린두더지,서울특별시 마포구 월드컵로 35,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000671,교보문고 합정점,"서울특별시 마포구 월드컵로1길 14 딜라이트스퀘어 1차(지하 1층), 2차(지하 2층)",다양한 국내외도서 취급,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000672,교보문고 합정점,"서울특별시 마포구 월드컵로1길 14 딜라이트스퀘어 1차(지하 1층), 2차(지하 2층)",다양한 국내외도서 취급,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000673,초록북카페,서울특별시 마포구 월드컵로31길 69,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000674,러셀,서울특별시 마포구 월드컵북로12길 17 사평빌딩,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000675,삼삼오오커피공작소,서울특별시 마포구 월드컵북로12길 20,"강의, 회의, 문화, 디자인, 교육, 모임등 공유를 할 수 있는공간, 편안함과 아늑한 분위기",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000676,사사커피,서울특별시 마포구 월드컵북로56길 19 드림타워 1층 로비,직접 포스팅한 스페셜티한 커피,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000677,수수책방,서울특별시 마포구 토정로 8-7 1층,"책과 차. 전시회, 문화예술, 소모임 대관 등",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000678,타인 나 자신,서울특별시 마포구 토정로3길 5 3층,"책, 음악, 전시, 공연, 파티가 어우러진 문화살롱, 향기로운 차와 커피, 와인과 좋은 술 그리고 음식이 준비",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000679,놀숲 홍대입구점,서울특별시 마포구 홍익로 17 5층,편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테이먼트,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000680,1984,서울특별시 마포구 동교로 194 혜원빌딩 1층,편집샵 겸 북카페,가능,구분안함,있음,있음,없음,불가능
KCCBSPO22N000000681,서울특별시의시간을그리다,서울특별시 서대문구 독립문로 31-6,한옥책방카페. 아트북과 일반서적,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000682,놀숲 신촌점,서울특별시 서대문구 명물길 37 SD TOWER Ⅱ,가족/친구/인연과 함께 놀러와서 편안한 휴식을 즐길 수 있는 문화공간,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000683,커피똥,서울특별시 서대문구 명지대7길 22,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000684,새솔북카페,서울특별시 서대문구 북아현로19길 58-21,,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000685,카페지느,서울특별시 서대문구 성산로22길 4 창천빌딩,간단하게 편히 쉴 수 있는 부담 적은 카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000686,바로서점,서울특별시 서대문구 세검정로3길 56-9,화요일 부정기 영업. 국내외도서 및 카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000687,미플,서울특별시 서대문구 신촌로 109 신촌 르메이에르타운5 B2,"하루 4000원으로 오전 9시~밤12시까지 공부가능, 신촌역에서 최단거리(1분)",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000688,위트 앤 시니컬,서울특별시 서대문구 신촌역로 22-8 대국빌딩 3층,함께 있는 프렌테에서는 각종 독립출판물 등 취급. 위트앤시니컬은 시 전문,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000689,굿브라더스페이스 신촌센터,서울특별시 서대문구 신촌역로 7,매우 넓은 스터디 공간. PPT에 용이한 전면 빔프로젝트 완비,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000690,책다방 위숨,서울특별시 서대문구 연세로9길 34-1 HJ 빌딩,"일하기 좋은 공부하기 좋은 몰입이 잘되는 공간, 2층과 3층 분리, 각 좌석마다 스텐드 및 콘센트 구비",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000691,일룸 엄마의서재,서울특별시 서대문구 연희로 148 1층,"엄마들이 서재와 친하게 지내면서 한동안 잊고 지냈던 여유와 재충전의 기쁨을 느낄 수 있는 곳,",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000692,더 미디엄,서울특별시 서대문구 연희로15길 27,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000693,초콜릿책방,서울특별시 서대문구 연희로5길 46-11,독서활동 장소,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000694,스위밍풀,서울특별시 서대문구 이화여대1길 38,편안한 분위기 속에서 공부도 하면서 여유를 즐길 수 있는 공간,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000695,스근한 책방,서울특별시 서대문구 이화여대2길 26 101호,독서모임 통해 접한 책들과 독립출간물을 소개. 영업시간 인스타그램 참조,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000696,나따오비까 with 북카페 파오,서울특별시 서대문구 이화여대길 34 신흥빌딩 3층,크림No! 우유100% 포르투갈식 전통 에그타르트,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000697,놀숲 이대점,서울특별시 서대문구 이화여대길 75 이화타워 6층,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000698,꽃피다이화다방,서울특별시 서대문구 이화여대길 75,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000699,푸른북카페,서울특별시 서대문구 증가로 191 남가좌삼성아파트,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000700,꿈틀허브,서울특별시 서대문구 증가로10길 90,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000701,개러지레옹스,서울특별시 서초구 방배중앙로 170 지하1층,프랑스서점 프랑스 전문 서점,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000702,영풍문고 사당역점,서울특별시 서초구 방배천로 11 사당파스텔시티 지하 2층,다양한 국내외도서 취급,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000703,글풍경,서울특별시 서초구 방배천로2길 39-16,"도서출판과 커피와 와인 세계맥주를 마실 수 있는 카페, 책과 그림 음악이 아우러짐",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000704,라이크잇커피앤북스,서울특별시 서초구 방배천로30길 26 상은빌딩,"신선한 커피와 카페에서 구운 수제 케익을 만날 수 있음, 커피교실과 독서모임을 진행",가능,구분,있음,없음,있음,가능
KCCBSPO22N000000705,놀숲 교대점,서울특별시 서초구 사임당로 46 2층,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페",불가능,구분,있음,없음,없음,불가능
