ESNTL_ID,BOOKSTORENAME,ADDRESS,DESCRIBE,PARKING,SPAPARATE_RESTROOM,CAFE,REVIEW,BOOKTALK,SPACE_RENTAL
KCCBSPO22N000000706,우리동네 서재,서울특별시 서초구 사임당로19길 6 서초현대아파트 상가동,서점 및 카페 공간,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000707,심산북카페,서울특별시 서초구 사평대로 55 심산김창숙선생기념관,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000708,CAFE SKY & LIBRARY,"서울특별시 서초구 서래로 32 서래센타빌딩 4층 2호, 5층","서래마을의 대로변 중심부에 위치, 서초구의 자연 공간인 우면산 산책로와 몽마르트 공원이 있음, 가급적 오래 앉아서 공부와 연구 및 미팅 작업에 몰두할 수 있도록 최대한의 서비스 제공",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000709,놀숲 강남교보타워점,서울특별시 서초구 서초대로77길 58 트라이앤드빌딩 B1,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000710,반디앤루니스 신세계백화점 강남점 B1층,서울특별시 서초구 신반포로 176 신세계백화점 B1층,다양한 국내외도서 취급,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000711,사랑해북갤러리,서울특별시 서초구 양재천로7길 16,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000712,commeunbebe,서울특별시 성동구 마장로 137 텐즈힐상가 2층 102호,"아이들을 위한 다양한 책들로 이용할 수 있는 키즈 북카페, 평일 오후 1/3/5와 토요일 11시는 키즈 쿠킹스쿨이 준비",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000713,놀숲 한양대점,서울특별시 성동구 마조로 11 3층,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000714,북카페 다온,서울특별시 성동구 매봉길 21 4층,지역센터내 북카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000715,영풍문고 왕십리역점,서울특별시 성동구 왕십리광장로 17 비트플렉스 3층,다양한 국내외도서 취급,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000716,옥수서재,서울특별시 성동구 한림말1길 16-1 B1층,"역사, 문학, 예술, 어린이 책들 그리고 커피와 차",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000717,베리북카페,서울특별시 성동구 한림말길 53 지하 1층,"지식컨텐츠로 소통하는 에듀카페, 기즈북카페",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000718,놀숲 고대안암역점,서울특별시 성북구 개운사길 8 타이거빌딩,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000719,지식을담다,서울특별시 성북구 고려대로24가길 17 소낭구,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000720,카페인북,서울특별시 성북구 길음로 14 2층,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000721,원애플어데이,서울특별시 성북구 동소문로29길 10 1층,"독립 서적물 및 출판. 맥주, 커피",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000722,부비프,서울특별시 성북구 보문로30가길 31 1층,독립출판물과 일반단행본 취급. 커피와 와인이 함께하는 책방,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000723,소일,서울특별시 성북구 보문로32길 40 한국야쿠르트,"공정무역 커피를 사용하며, 소중한 일상 속의 만남과 문화가 어우러지는 공간",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000724,놀숲 성신여대점,서울특별시 성북구 보문로34길 62 4층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000725,북앤카페,서울특별시 성북구 삼선교로 54,,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000726,일일문고,서울특별시 성북구 삼양로 27 1층,"독립출판물과 건축, 디자인 서적을 판매",불가능,구분,있음,없음,있음,가능
KCCBSPO22N000000727,북카페리비,서울특별시 성북구 오패산로16가길 99,신선한 샐러드와 100% 생과일 주스의 만남,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000728,행복한카페,서울특별시 성북구 오패산로3길 153,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000729,햇살속으로,서울특별시 성북구 정릉로 346 1층,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000730,종암동북카페,서울특별시 성북구 종암로 98-8,주민센터내 북카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000731,커피베이 성북종암점,서울특별시 성북구 종암로21길 87,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000732,래미안 석관북카페,서울특별시 성북구 화랑로 214,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000733,놀숲 문정로데오점,서울특별시 송파구 동남로4길 7-1 201호,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000734,놀숲 잠실점,서울특별시 송파구 백제고분로 173 지하1층 놀숲,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000735,놀숲 송파점,서울특별시 송파구 백제고분로 387,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000736,놀숲,서울특별시 송파구 석촌호수로 194,만화카페,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000737,놀숲 송파구청점,서울특별시 송파구 오금로11길 11-8 2층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000738,카페자우,서울특별시 송파구 올림픽로 269 롯데캐슬골드 B1 교보문고 핫트랙스 내,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000739,알라딘중고서점 COFFEE 잠실롯데월드타워점,서울특별시 송파구 올림픽로 305 지하1층 10번 출구 나가는 길,다양한 국내외 중고도서 취급,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000740,놀숲 목동오목교점,서울특별시 양천구 목동동로 258 지하1층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000741,집중소,서울특별시 양천구 목동동로 401 부영그린타운 2차 1동 210호,집중을 위한 모든 배려가 있는곳,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000742,사해책방,서울특별시 양천구 목동중앙북로 33-20,"다양한 국내외도서, 원데이클래스 소모임 등 공간 대여 가능, 카페",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000743,연의공원북카페,서울특별시 양천구 신정이펜1로 12,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000744,은행정마을북카페,서울특별시 양천구 오목로 110,양천구 지역 주민들이 누구나 쉽고 평등하게 지식과 정보를 자발적으로 나누고 소통하는 학습과 문화의 공간,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000745,일상상상,서울특별시 양천구 오목로15길 14 1층 일상상상케페,도서판매/도서대여/커피와 차/장소대관/원데이클래스,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000746,새벽감성1집,서울특별시 양천구 월정로50길 16-8 101호,"화요일은 오후3시까지 영업. 여행, 고양이, 에세이, 소설, 독립서적 주로 취급",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000747,마녀의만화소굴,서울특별시 양천구 중앙로 262 메디칼프라자 지층 101호,"럭셔리 만화카페 마녀의 만화소굴, 도심 속 작은 휴식공간 편하게 만화도 읽고 간식도 먹으면서 실내데이트 하기 좋은 장소",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000748,놀숲 신정네거리역점,서울특별시 양천구 중앙로 265,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000749,그림책식당,서울특별시 영등포구 도림로128가길 13-8,"그림책에 관련된 다양한 워크샵, 출간 기념회, 이벤트행사 등을 하는 장소",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000750,늘,서울특별시 영등포구 선유로55길 11 1층,세계 곳곳의 다양한 삶의 모습이 담긴 큐레이션 도서들과 일상을 여행의 설렘으로 가득 채워 줄 이벤트,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000751,향기나무,서울특별시 영등포구 신풍로25가길 14,"그림교실, 부모교육 참여 및 양육상담신청 카톡으로 가능",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000752,두나미스커피 보라매점,서울특별시 영등포구 여의대방로 137,"남녀노소 누구나 이용하능한 열매맺는 문화공간, 스터디룸, 세미나실, 단체예약이 가능",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000753,휴앤안 커피,서울특별시 영등포구 여의대방로29길 10 그랑프리텔,"인테리어가 예쁜 카페, 두개의 공간으로 나뉘어 한번에 두개의 카페에 온 듯한 느낌, 빔프로젝터 설치",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000754,어썸북카페,서울특별시 영등포구 영신로 238 번지 미소로프라자 5층,"커피와 음료가 무제한 제공되며, 스터디름 완비되어 그룹스더디 가능",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000755,수만화카페,서울특별시 영등포구 영신로19길 7,만화카페,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000756,놀숲 한남점,서울특별시 용산구 대사관로34길 26 2층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000757,치읓,서울특별시 용산구 신흥로 23,북카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000758,노들서가,서울특별시 용산구 양녕로 445 노들서가,책문화 생산자의 플랫폼,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000759,북파크,서울특별시 용산구 이태원로 294,국내외 과학을 비롯한 양서,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000760,놀숲 이태원점,서울특별시 용산구 이태원로20길 2-10 3층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000761,놀숲 숙대입구점,서울특별시 용산구 청파로47길 52 지하1층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000762,영풍문고 용산 아이파크몰점,서울특별시 용산구 한강대로23길 55 아이파크몰 리빙파크 3층,다양한 국내외도서 취급,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000763,Beleben,서울특별시 용산구 회나무로12길 5 Beleben 벨리븐,국내외 희귀도서 고서 아트북 화보집 만화책 시집 초판본 등 다양한 서적,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000764,더킴,서울특별시 은평구 불광천길 390-2,"1층 애완견과 출입할 수 있는 테라스, 2층 창밖 뷰가 좋음, 3층 작은룸과 좌식테이블 입식테이블",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000765,갈마루,서울특별시 은평구 연서로27길 31-6 갈현2동주민센터,,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000766,놀숲 연신내로데오점,서울특별시 은평구 연서로29길 6 3층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000767,책꼬리,서울특별시 은평구 응암로16길 22 1층,카페와 책방,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000768,알키미스타 북스,서울특별시 은평구 응암로9길 24 1층,"책과 함께하는 커피, 술",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000769,앵프라맹스,서울특별시 은평구 증산로3길 7 서머나교회,도서 오픈마켓 북코아에서 창립한 서점형 카페,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000770,놀숲 구파발역점,서울특별시 은평구 진관2로 15-8 2층 205호,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000771,한평책빵,서울특별시 은평구 통일로 684,,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000772,일공공,서울특별시 은평구 통일로 833-6 대덕타워 지하1층,"IT북카페 겸 스터디카페, 일하고 공부하는 공간",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000773,일공공,서울특별시 은평구 통일로 833-6 대덕타워 지하1층,"IT북카페 겸 스터디카페, 일하고 공부하는 공간 일공공, 일이나 공부를 하기 위해 카페를 가시는 분들께 더 좋은 환경 제공",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000774,카페 에무,서울특별시 종로구 경희궁1가길 7 1층,"사계절 책 향기가 나는 집, 40년 가까이 성장의 의미를 고민해온 사계절 출판사의 철학과 시대정신을 담은 책들을 선보임",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000775,바오로딸 혜화나무,서울특별시 종로구 대학로12길 38 바오로딸 혜화나무,"가톨릭 수녀들이 운영하는 문화커뮤니케이션센터, 서점 공방",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000776,문화공간 포엠하우스,서울특별시 종로구 대학로14길 12-1,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000777,책방이음,서울특별시 종로구 대학로14길 12-1,"시민단체 나와 우리에서 운영하는 비영리서점, 공익서점",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000778,어쩌다 산책,서울특별시 종로구 동숭길 101 지하 1층,몸과 마음의 산책을 위한 서점,불가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000779,운주문고 Book Cafe,서울특별시 종로구 북촌로1길 11 2층 운주문고 북카페,"전통의 한옥마을 북촌의 동양학 전문서점, 동양철학과 사상 종교, 동교오술 등에 관련된 전문서점",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000780,서경북카페,서울특별시 종로구 사직로8길 31 서울지방경찰청,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000781,광화풍림문스페이스본북카페,서울특별시 종로구 사직로8길 4,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000782,놀숲 종로관철점,서울특별시 종로구 삼일대로17길 8 대신빌딩 3층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000783,과학책방 갈다,서울특별시 종로구 삼청로10길 18,과학 도서 전문 서점,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000784,인문학카페 메아리,서울특별시 종로구 새문안로5길 11-7,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000785,북바이북 광화문점,서울특별시 종로구 새문안로5길 19 로얄빌딩 1층,"서점과 카페, 동네서점",가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000786,더숲 초소책방,서울특별시 종로구 인왕산로 172,[주차장 관련 안내] 주차장 사용이 매우 어려우니 가급적이면 도보/택시/대중교통 이용 부탁드립 니다.,불가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000787,스타더스트,서울특별시 종로구 새문안로5길 5-7 3층,"광화문에 위치한 카페 & 모임공간, 카페 휴무 여부는 카카오톡채널로 확인",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000788,풀무질,서울특별시 종로구 성균관로 19 지하,각종 사회문제에 관련한 도서 다수,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000789,사이에 Tea n Book,서울특별시 종로구 인사동5길 14,인사동 신개념 퓨전 복합 문화 공간,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000790,부쿠,서울특별시 종로구 인사동길 49 안녕인사동 4층,큐레이션 서점,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000791,사진책방 고래,서울특별시 종로구 자하문로 106,사진책과 커피를 함께 만날 수 있는 책방,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000792,학아재,"서울특별시 종로구 자하문로 7길 36, 지하1층",유학 전문 서점,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000793,청운효자동 주민센터북카페,서울특별시 종로구 자하문로 92,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000794,역사책방,서울특별시 종로구 자하문로10길 24,역사책 위주의 서점 및 역사 주제의 북토크와 답사,불가능,구분안함,있음,없음,있음,가능
KCCBSPO22N000000795,ofr seoul,서울특별시 종로구 자하문로12길 11-14,외국 도서 및 소품들과 카페,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000796,길담서원,서울특별시 종로구 자하문로17길 12-9,인문학과 함께 크는 문화 공간,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000797,문화공간 길담,서울특별시 종로구 자하문로17길 12-9,"작은 갤러리, 차와 커피",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000798,베어카페,서울특별시 종로구 자하문로24길 24,출판사 디잔인이음에서 운영하는 베어카페,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000799,비화림,서울특별시 종로구 창덕궁길 153 1층 비화림서점,큐레이션 서점,불가능,구분안함,있음,없음,있음,가능
KCCBSPO22N000000800,레드북스,서울특별시 종로구 통일로 150-1,"인문사회서적, 커피, 모임",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000801,북커스,서울특별시 종로구 평창30길 10 2층,독서활동 장소,불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000802,ileile,서울특별시 종로구 필운대로2길 23,,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000803,혜화마을 북카페,서울특별시 종로구 혜화로 12,독서활동 장소,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000000804,PIT A PAT,서울특별시 종로구 혜화로3길 5 아남아파트 상가 301동 108호,혜화에 있는 조용한 북카페,가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000805,부쿠엠,서울특별시 종로구 효자로7길 23 2층,매거진 서점. 국내/외 매거진 및 독립출판물을 큐레이션해 소개함,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000806,메고북,서울특별시 중구 마른내로 159,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000807,인터파크 명동북앤샵,서울특별시 중구 명동길 74 명동성당 신관가톨릭회관 지하 1층,다양한 국내외도서 취급,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000808,놀숲 충무로동국대점,서울특별시 중구 서애로 6-1 3층,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000809,산 다미아노,서울특별시 중구 정동길 9 프란치시꼬교육회관,"덕수궁 정동길에 위치한 북카페, 수도회 소속으로 성프란치스코 교육 회관 1층에 자리, 그림 전시와 클래식 음학회 행사 개최",불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000810,좋은세상 시인의 집,서울특별시 중구 퇴계로 386-1,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000811,아리수북카페,서울특별시 중구 필동로1길 30 동국대학교내,독서활동 장소,불가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000812,북카페 공간,서울특별시 중랑구 동일로 795,만화 카페,가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000813,바람길,서울특별시 중랑구 망우로 332,"여행을 좋아하는 사람들이 책, 커피, 와인, 맥주를 즐길 수 있는 여행서점",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000814,놀숲 사가정점,서울특별시 중랑구 면목로48길 8 3층,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",불가능,구분,있음,없음,없음,불가능
KCCBSPO22N000000815,북스토리만화방,서울특별시 중랑구 사가정로 386,"다수의 신간 만화와 판타지, 무협, 현대물, 대체 역사소설 다수 구비",가능,구분안함,있음,없음,없음,불가능
KCCBSPO22N000000816,놀숲 서일대점,서울특별시 중랑구 용마산로 391,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",가능,구분,있음,없음,없음,불가능
KCCBSPO22N000001043,뭐든지 책방,서울특별시 종로구 창신길 119 1층 뭐든지 책방,"뭐든지는 사람과 책, 예술이 공존하는 네트워크 공간입니다.",가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001044,서향관,서울특별시 중구 을지로20길 32-3 203호,"글과 향, 영화를 좋아하는 모든 분들에게 열려 있 는 곳",가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001045,소수책방,서울특별시 중구 다산로20길 26 2층,"단편소설,시집, 예술, 미학, 철학, 독립서적, 포스터, LP, 생맥주,와인,독립책방,심야서점,심야책방",가능,구분안함,있음,있음,없음,불가능
KCCBSPO22N000001046,인덱스숍,서울특별시 광진구 아차산로 200 커먼그라운드 3F(나이키 건물 3F),"create your index! 인덱스숍은 크리에이터를 위한 책과 커피, 북라이프 콘텐츠를 제안합니다.",가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001047,아니마 아니무스,서울특별시 광진구 아차산로39길 8 1층,"커피와 음료, 간단한 디저트가 마련되어 있습니다.,책을 읽고 턴테이블로 흘러나오는 음악을 즐겨요.",불가능,구분안함,있음,있음,없음,불가능
KCCBSPO22N000001048,도꼬마리,서울특별시 동대문구 휘경로7길 3,"이문동 까페 도꼬마리는, 마을 주민들이 함께 운 영하는 형태의 마을까페",불가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001049,수수한 책방,서울특별시 강북구 솔매로50길 81,온라인으로 빠르게 흘러가는 시대에 오프라인으 로 잠시 쉼을 가질 수 있는 공간,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001050,서점 마므레,서울특별시 서대문구 명지대길 10 2층,북카페를 겸한 서점,불가능,구분안함,있음,있음,없음,불가능
KCCBSPO22N000001051,모즈나,서울특별시 마포구 고산16길 9 1층,"독립서점 겸 카페, 제로웨이스트숍",가능,구분안함,있음,있음,없음,불가능
KCCBSPO22N000001052,오케이어 맨션,서울특별시 마포구 와우산로11길 9-7 상수라이크 2층,서점형 카페,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001053,책익다,서울특별시 마포구 와우산로29마길 10-3 2층,책을 읽고 술이 익고 사람이 있는 곳',가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001054,책방공책,서울특별시 구로구 연동로 287 그린빌라상가 2층 책방공책,책방공책과 아날록북컵은 책방과 북카페로 운영 됩니다.,가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001055,청맥살롱,서울특별시 동작구 서달로 161-1 2층,"청맥살롱은 커피, 맥주, 책을 즐길 수 있는 중앙 대 북카페&흑석동 동네서점입니다.",불가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001056,다정한 책방,서울특별시 동작구 동작대로9가길 32 1층 다정한 책방,"책과 함께하는 문화공간, 다정한 책방",불가능,구분안함,있음,있음,없음,불가능
KCCBSPO22N000001057,관객의취향,서울특별시 관악구 관악로 204 3층 301호,"영화관련 도서와 큐레이션 된 도서를 판매하는 작은 책방이자, 케이크와 커피를 팝니다.",가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001058,생각의 주인,서울특별시 관악구 솔밭로7길 17,"주인장의 취향인 인문서적과 소설,수필 등이 있 습니다. 주인장이 직접 그린 그림들을 볼 수 있고 , 주문 또는 구입도 가능합니다",가능,구분안함,있음,있음,없음,불가능
KCCBSPO22N000001059,영풍문고 신림점,서울특별시 관악구 신림로 330 신림타임스트림 7층,"쇼핑, 문화, 휴식, 여가에 이르기까지 쇼핑의 모든 것이 담겨있는 신림타임스트림 7층에 위치한 영풍문고는 책과 함께 숨쉬는 문화공간으로써 서점에서 누릴 수 있는 차별화된 '문화, 휴식, 즐거움'을 선사합니다.",가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001060,이나영책방,서울특별시 관악구 신사로 66-1 3층,북한학 전문서점 + 일상의 영감충전소 책 주문서 비스 회원제 및 회원 대상 북클럽 운영 ',가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001061,하우스북스 채널씨,서울특별시 송파구 백제고분로9길 5,하우스북스는 하우스서울(HOWS)의 발견의 공간인 독립서점입니다.,불가능,구분,있음,있음,없음,불가능
KCCBSPO22N000001062,요즘서재,서울특별시 송파구 동남로23길 40-11 1층 코너,도심 한 가운데서 차분한 시간을 공유할 수 있는 곳,가능,구분,있음,있음,없음,불가능
